ticket_id,ticket_text,category,environment,env_criticality,escalation_count,sla_breach_risk,repeat_incident,response_time_min,affected_users,priority
INC100985,File Storage experiencing minor issue in network layer,Network,Development,1,1,0.35,0,168,11,P3
INC100986,VPN experiencing failover in storage layer,Storage,Staging,2,3,0.43,0,59,480,P2
INC100987,Payment Gateway experiencing no impact in security layer,Security,Staging,2,0,0.0,0,107,1,P4
INC100988,Auth Service experiencing question in storage layer,Storage,Staging,2,0,0.09,0,97,0,P4
INC100989,Auth Service experiencing data loss in security layer,Security,Development,1,3,0.85,1,8,932,P1
INC100990,Database Cluster experiencing no impact in security layer,Security,Production,4,0,0.01,0,148,0,P4
INC100991,API Gateway experiencing warning in application layer,Application,DR,3,0,0.27,0,31,9,P3
INC100992,Auth Service experiencing degraded in security layer,Security,DR,3,2,0.69,0,13,227,P2
INC100993,Email Service experiencing partial outage in network layer,Network,Staging,2,2,0.63,1,25,114,P2
INC100994,Auth Service experiencing high latency in security layer,Security,Production,4,1,0.54,0,36,263,P2
INC100995,Reporting experiencing intermittent in database layer,Database,Staging,2,1,0.42,0,30,507,P2
INC100996,File Storage experiencing low priority in database layer,Database,DR,3,0,0.14,0,262,3,P4
INC100997,API Gateway experiencing warning in network layer,Network,Staging,2,1,0.26,1,144,27,P3
INC100998,File Storage experiencing failover in database layer,Database,Production,4,1,0.46,1,26,424,P2
INC100999,Auth Service experiencing how to in security layer,Security,DR,3,0,0.08,0,381,0,P4
INC101000,Reporting experiencing single user in storage layer,Storage,Production,4,0,0.17,1,31,42,P3
INC101001,Reporting experiencing warning in application layer,Application,Development,1,0,0.16,0,170,19,P3
INC101002,VPN experiencing low impact in storage layer,Storage,Development,1,1,0.39,0,232,31,P3
INC101003,Auth Service experiencing all users affected in database layer,Database,DR,3,7,0.75,1,14,2472,P1
INC101004,VPN experiencing outage in network layer,Network,Development,1,3,0.72,1,7,1065,P1
INC101005,File Storage experiencing non-critical in database layer,Database,Production,4,1,0.27,0,86,17,P3
INC101006,Auth Service experiencing data loss in storage layer,Storage,DR,3,5,0.85,1,4,3638,P1
INC101007,Web Portal experiencing errors increasing in application layer,Application,DR,3,1,0.47,1,13,233,P2
INC101008,Database Cluster experiencing delay in database layer,Database,Production,4,0,0.39,1,96,37,P3
INC101009,File Storage experiencing documentation in network layer,Network,Production,4,0,0.14,0,405,3,P4
INC101010,Auth Service experiencing low impact in database layer,Database,Staging,2,1,0.35,0,180,4,P3
INC101011,Reporting experiencing delay in storage layer,Storage,Development,1,0,0.34,0,58,47,P3
INC101012,File Storage experiencing some users affected in network layer,Network,Development,1,2,0.49,0,23,191,P2
INC101013,VPN experiencing question in storage layer,Storage,Production,4,0,0.13,0,366,0,P4
INC101014,Auth Service experiencing some users affected in network layer,Network,Production,4,2,0.45,1,22,436,P2
INC101015,Auth Service experiencing critical in application layer,Application,DR,3,7,0.82,1,1,566,P1
INC101016,Email Service experiencing request in storage layer,Storage,Development,1,0,0.04,0,155,4,P4
INC101017,Web Portal experiencing breach in network layer,Network,Production,4,6,0.95,0,5,2005,P1
INC101018,Email Service experiencing high latency in security layer,Security,Production,4,2,0.6,0,25,552,P2
INC101019,File Storage experiencing inquiry in application layer,Application,Staging,2,0,0.04,0,293,0,P4
INC101020,Reporting experiencing critical in application layer,Application,Development,1,4,0.81,1,1,4028,P1
INC101021,API Gateway experiencing warning in storage layer,Storage,Development,1,0,0.15,0,221,21,P3
INC101022,Database Cluster experiencing question in application layer,Application,DR,3,0,0.04,0,317,2,P4
INC101023,VPN experiencing warning in network layer,Network,Staging,2,1,0.18,1,113,3,P3
INC101024,Web Portal experiencing partial outage in application layer,Application,Staging,2,1,0.62,0,42,460,P2
INC101025,Web Portal experiencing low impact in application layer,Application,Staging,2,0,0.32,0,60,55,P3
INC101026,VPN experiencing workaround available in network layer,Network,Development,1,1,0.13,1,213,14,P3
INC101027,File Storage experiencing warning in security layer,Security,DR,3,1,0.23,1,38,9,P3
INC101028,Web Portal experiencing delay in network layer,Network,DR,3,0,0.28,0,35,41,P3
INC101029,Auth Service experiencing inquiry in application layer,Application,Development,1,0,0.13,0,195,2,P4
INC101030,Email Service experiencing failover in storage layer,Storage,Staging,2,3,0.46,1,42,195,P2
INC101031,Email Service experiencing request in network layer,Network,Development,1,0,0.05,0,378,0,P4
INC101032,File Storage experiencing documentation in database layer,Database,Staging,2,0,0.05,0,204,4,P4
INC101033,Web Portal experiencing no impact in storage layer,Storage,Production,4,0,0.08,0,228,2,P4
INC101034,Web Portal experiencing workaround available in application layer,Application,Production,4,0,0.25,1,68,27,P3
INC101035,API Gateway experiencing single user in application layer,Application,Production,4,1,0.41,1,218,23,P3
INC101036,Reporting experiencing delay in network layer,Network,Staging,2,0,0.19,0,238,23,P3
INC101037,File Storage experiencing slow in network layer,Network,Production,4,2,0.45,0,22,108,P2
INC101038,Database Cluster experiencing documentation in security layer,Security,DR,3,0,0.11,0,100,2,P4
INC101039,Database Cluster experiencing question in storage layer,Storage,Development,1,0,0.05,0,321,0,P4
INC101040,Database Cluster experiencing revenue impact in application layer,Application,Production,4,5,1.0,1,10,914,P1
INC101041,Auth Service experiencing minor issue in storage layer,Storage,Production,4,1,0.43,0,192,15,P3
INC101042,Auth Service experiencing workaround available in application layer,Application,Production,4,1,0.35,0,150,31,P3
INC101043,Auth Service experiencing degraded in database layer,Database,DR,3,3,0.55,1,45,530,P2
INC101044,Database Cluster experiencing high latency in storage layer,Storage,Production,4,3,0.6,1,48,388,P2
INC101045,Reporting experiencing single user in database layer,Database,DR,3,0,0.23,0,83,10,P3
INC101046,VPN experiencing down in database layer,Database,Production,4,7,0.89,0,12,4614,P1
INC101047,Payment Gateway experiencing failover in storage layer,Storage,DR,3,2,0.43,0,52,237,P2
INC101048,Web Portal experiencing warning in database layer,Database,DR,3,1,0.22,1,119,59,P3
INC101049,Database Cluster experiencing delay in security layer,Security,DR,3,0,0.21,0,198,2,P3
INC101050,Payment Gateway experiencing slow in storage layer,Storage,DR,3,1,0.45,0,45,304,P2
INC101051,VPN experiencing warning in application layer,Application,Production,4,0,0.31,0,109,15,P3
INC101052,Reporting experiencing all users affected in database layer,Database,Production,4,3,0.86,1,3,4012,P1
INC101053,VPN experiencing warning in storage layer,Storage,Development,1,0,0.21,0,231,19,P3
INC101054,Payment Gateway experiencing low impact in database layer,Database,Staging,2,1,0.2,0,204,40,P3
INC101055,VPN experiencing some users affected in database layer,Database,Development,1,1,0.64,0,42,309,P2
INC101056,Reporting experiencing non-critical in security layer,Security,Development,1,1,0.43,0,137,23,P3
INC101057,Reporting experiencing slow in storage layer,Storage,DR,3,1,0.51,0,40,397,P2
INC101058,API Gateway experiencing inquiry in database layer,Database,DR,3,0,0.03,0,430,3,P4
INC101059,Payment Gateway experiencing warning in storage layer,Storage,Production,4,0,0.42,0,47,17,P3
INC101060,VPN experiencing single user in application layer,Application,Development,1,0,0.4,1,90,44,P3
INC101061,Payment Gateway experiencing minor issue in security layer,Security,Production,4,1,0.11,0,204,1,P3
INC101062,Reporting experiencing high latency in network layer,Network,Staging,2,3,0.55,0,11,305,P2
INC101063,Email Service experiencing documentation in application layer,Application,DR,3,0,0.0,0,357,0,P4
INC101064,Database Cluster experiencing slow in database layer,Database,DR,3,2,0.54,0,50,540,P2
INC101065,Web Portal experiencing partial outage in application layer,Application,Staging,2,1,0.51,1,19,195,P2
INC101066,Web Portal experiencing no impact in application layer,Application,Production,4,0,0.0,0,100,2,P4
INC101067,Payment Gateway experiencing workaround available in storage layer,Storage,Development,1,1,0.33,0,195,26,P3
INC101068,API Gateway experiencing minor issue in security layer,Security,Production,4,0,0.39,0,136,18,P3
INC101069,Reporting experiencing intermittent in network layer,Network,DR,3,3,0.43,1,44,333,P2
INC101070,Database Cluster experiencing how to in network layer,Network,Staging,2,0,0.06,0,156,2,P4
INC101071,Auth Service experiencing enhancement in storage layer,Storage,Development,1,0,0.05,0,395,0,P4
INC101072,Web Portal experiencing request in database layer,Database,DR,3,0,0.11,0,74,0,P4
INC101073,Email Service experiencing single user in network layer,Network,Production,4,0,0.33,0,100,12,P3
INC101074,Email Service experiencing enhancement in security layer,Security,Staging,2,0,0.05,0,126,0,P4
INC101075,File Storage experiencing high latency in network layer,Network,Production,4,1,0.51,1,24,488,P2
INC101076,VPN experiencing errors increasing in storage layer,Storage,Production,4,3,0.6,1,50,482,P2
INC101077,Email Service experiencing intermittent in security layer,Security,DR,3,1,0.52,0,35,512,P2
INC101078,VPN experiencing minor issue in database layer,Database,Staging,2,1,0.33,1,200,58,P3
INC101079,Web Portal experiencing how to in storage layer,Storage,DR,3,0,0.15,0,187,4,P4
INC101080,API Gateway experiencing slow in storage layer,Storage,Development,1,1,0.74,1,39,308,P2
INC101081,Auth Service experiencing question in storage layer,Storage,Development,1,0,0.06,0,356,1,P4
INC101082,API Gateway experiencing intermittent in storage layer,Storage,Staging,2,3,0.48,0,19,318,P2
INC101083,VPN experiencing no impact in storage layer,Storage,Development,1,0,0.13,0,100,4,P4
INC101084,Reporting experiencing slow in application layer,Application,Staging,2,2,0.62,0,32,298,P2
INC101085,Auth Service experiencing delay in application layer,Application,Production,4,1,0.3,0,77,20,P3
INC101086,Payment Gateway experiencing degraded in database layer,Database,DR,3,2,0.56,1,44,285,P2
INC101087,VPN experiencing minor issue in application layer,Application,Development,1,1,0.26,1,231,23,P3
INC101088,Reporting experiencing how to in application layer,Application,DR,3,0,0.11,0,221,4,P4
INC101089,Payment Gateway experiencing critical in database layer,Database,Production,4,4,0.94,1,5,993,P1
INC101090,Email Service experiencing question in application layer,Application,DR,3,0,0.07,0,309,1,P4
INC101091,Auth Service experiencing request in security layer,Security,Development,1,0,0.12,0,154,2,P4
INC101092,VPN experiencing warning in database layer,Database,DR,3,0,0.16,1,41,13,P3
INC101093,Database Cluster experiencing question in security layer,Security,Development,1,0,0.05,0,354,3,P4
INC101094,Database Cluster experiencing some users affected in database layer,Database,Staging,2,1,0.4,0,25,194,P2
INC101095,Payment Gateway experiencing degraded in application layer,Application,Development,1,2,0.42,0,50,91,P2
INC101096,Auth Service experiencing workaround available in database layer,Database,Development,1,0,0.36,1,65,48,P3
INC101097,File Storage experiencing low impact in application layer,Application,Development,1,1,0.23,0,35,26,P3
INC101098,File Storage experiencing delay in database layer,Database,Production,4,0,0.36,0,81,43,P3
INC101099,Web Portal experiencing enhancement in network layer,Network,DR,3,0,0.12,0,453,2,P4
INC101100,Database Cluster experiencing delay in application layer,Application,DR,3,1,0.14,1,71,17,P3
INC101101,Payment Gateway experiencing minor issue in database layer,Database,DR,3,0,0.18,0,182,48,P3
INC101102,Email Service experiencing degraded in storage layer,Storage,Production,4,1,0.52,0,35,110,P2
INC101103,Payment Gateway experiencing production down in network layer,Network,Staging,2,7,0.84,1,6,632,P1
INC101104,VPN experiencing intermittent in network layer,Network,Production,4,2,0.71,0,19,367,P2
INC101105,Web Portal experiencing enhancement in database layer,Database,Staging,2,0,0.05,0,148,2,P4
INC101106,Web Portal experiencing non-critical in security layer,Security,Production,4,1,0.14,1,128,10,P3
INC101107,Database Cluster experiencing enhancement in database layer,Database,Staging,2,0,0.02,0,154,0,P4
INC101108,API Gateway experiencing single user in database layer,Database,Development,1,0,0.32,0,55,40,P3
INC101109,Reporting experiencing high latency in security layer,Security,Development,1,1,0.48,1,30,521,P2
INC101110,API Gateway experiencing data loss in network layer,Network,Development,1,4,0.79,0,7,1028,P1
INC101111,VPN experiencing question in security layer,Security,Staging,2,0,0.1,0,269,1,P4
INC101112,Web Portal experiencing non-critical in storage layer,Storage,DR,3,1,0.17,0,47,37,P3
INC101113,Auth Service experiencing warning in application layer,Application,Production,4,0,0.26,1,157,20,P3
INC101114,Auth Service experiencing no impact in storage layer,Storage,DR,3,0,0.08,0,171,2,P4
INC101115,VPN experiencing slow in storage layer,Storage,DR,3,3,0.49,0,35,586,P2
INC101116,VPN experiencing workaround available in database layer,Database,Development,1,0,0.21,0,122,32,P3
INC101117,File Storage experiencing low impact in storage layer,Storage,Development,1,1,0.1,0,213,24,P3
INC101118,API Gateway experiencing single user in storage layer,Storage,Staging,2,0,0.31,1,209,23,P3
INC101119,File Storage experiencing how to in application layer,Application,DR,3,0,0.06,0,213,0,P4
INC101120,Web Portal experiencing request in storage layer,Storage,Production,4,0,0.03,0,117,3,P4
INC101121,Email Service experiencing breach in database layer,Database,DR,3,7,0.88,1,6,4205,P1
INC101122,Reporting experiencing partial outage in storage layer,Storage,Development,1,2,0.58,0,18,402,P2
INC101123,Email Service experiencing failover in network layer,Network,DR,3,3,0.52,1,20,574,P2
INC101124,File Storage experiencing inquiry in application layer,Application,Production,4,0,0.12,0,147,4,P4
INC101125,API Gateway experiencing single user in security layer,Security,DR,3,1,0.34,0,74,39,P3
INC101126,Auth Service experiencing workaround available in storage layer,Storage,Staging,2,1,0.16,0,188,51,P3
INC101127,Payment Gateway experiencing delay in database layer,Database,Staging,2,0,0.4,1,116,3,P3
INC101128,File Storage experiencing low priority in application layer,Application,Development,1,0,0.03,0,339,0,P4
INC101129,API Gateway experiencing single user in storage layer,Storage,Staging,2,1,0.35,0,69,39,P3
INC101130,Database Cluster experiencing some users affected in storage layer,Storage,Staging,2,2,0.68,0,17,508,P2
INC101131,Email Service experiencing slow in network layer,Network,Production,4,1,0.71,0,15,157,P2
INC101132,Database Cluster experiencing request in security layer,Security,Staging,2,0,0.14,0,175,0,P4
INC101133,VPN experiencing non-critical in security layer,Security,Production,4,0,0.41,0,88,25,P3
INC101134,File Storage experiencing no impact in network layer,Network,DR,3,0,0.07,0,272,3,P4
INC101135,Auth Service experiencing request in network layer,Network,Staging,2,0,0.07,0,124,4,P4
INC101136,Payment Gateway experiencing non-critical in network layer,Network,Staging,2,1,0.24,0,56,24,P3
INC101137,Payment Gateway experiencing single user in database layer,Database,DR,3,0,0.31,0,206,30,P3
INC101138,Reporting experiencing workaround available in security layer,Security,Staging,2,0,0.43,1,53,19,P3
INC101139,File Storage experiencing low impact in network layer,Network,Development,1,1,0.26,1,220,5,P3
INC101140,Email Service experiencing single user in storage layer,Storage,Staging,2,1,0.4,0,47,23,P3
INC101141,File Storage experiencing critical in network layer,Network,Development,1,6,0.81,1,12,3149,P1
INC101142,Reporting experiencing critical in database layer,Database,DR,3,7,0.84,1,10,1134,P1
INC101143,Database Cluster experiencing documentation in database layer,Database,DR,3,0,0.05,0,316,4,P4
INC101144,Web Portal experiencing degraded in storage layer,Storage,Development,1,2,0.47,0,36,256,P2
INC101145,Reporting experiencing partial outage in storage layer,Storage,Production,4,1,0.49,1,42,191,P2
INC101146,Payment Gateway experiencing low priority in network layer,Network,Staging,2,0,0.13,0,236,2,P4
INC101147,API Gateway experiencing warning in network layer,Network,Production,4,1,0.22,1,69,49,P3
INC101148,Database Cluster experiencing low impact in database layer,Database,Staging,2,0,0.25,0,109,51,P3
INC101149,Payment Gateway experiencing breach in security layer,Security,Production,4,7,0.97,1,14,3565,P1
INC101150,VPN experiencing single user in storage layer,Storage,Development,1,0,0.14,0,193,13,P3
INC101151,Reporting experiencing breach in storage layer,Storage,Production,4,6,0.94,1,5,3024,P1
INC101152,Payment Gateway experiencing how to in security layer,Security,Production,4,0,0.06,0,220,0,P4
INC101153,VPN experiencing failover in database layer,Database,DR,3,2,0.63,1,15,422,P2
INC101154,Auth Service experiencing single user in storage layer,Storage,DR,3,0,0.33,1,199,39,P3
INC101155,Reporting experiencing some users affected in storage layer,Storage,DR,3,2,0.49,0,22,228,P2
INC101156,Database Cluster experiencing low impact in storage layer,Storage,Development,1,0,0.29,0,230,27,P3
INC101157,Web Portal experiencing question in storage layer,Storage,Development,1,0,0.14,0,304,2,P4
INC101158,Reporting experiencing delay in storage layer,Storage,Production,4,0,0.16,0,82,20,P3
INC101159,Database Cluster experiencing low impact in security layer,Security,Production,4,1,0.4,0,65,38,P3
INC101160,Auth Service experiencing documentation in security layer,Security,Development,1,0,0.03,0,357,3,P4
INC101161,Email Service experiencing single user in security layer,Security,Staging,2,0,0.16,1,210,57,P3
INC101162,Email Service experiencing documentation in database layer,Database,Development,1,0,0.14,0,256,4,P4
INC101163,Reporting experiencing low impact in security layer,Security,Production,4,1,0.2,0,224,50,P3
INC101164,Payment Gateway experiencing data loss in storage layer,Storage,Development,1,3,0.72,0,3,3159,P1
INC101165,Email Service experiencing errors increasing in network layer,Network,Production,4,2,0.67,1,56,308,P2
INC101166,Web Portal experiencing low priority in security layer,Security,Development,1,0,0.1,0,360,2,P4
INC101167,Auth Service experiencing request in network layer,Network,Production,4,0,0.06,0,341,4,P4
INC101168,Web Portal experiencing workaround available in application layer,Application,Development,1,0,0.24,0,134,56,P3
INC101169,Email Service experiencing single user in network layer,Network,DR,3,0,0.45,0,219,14,P3
INC101170,Database Cluster experiencing documentation in application layer,Application,DR,3,0,0.15,0,166,3,P4
INC101171,File Storage experiencing workaround available in application layer,Application,Development,1,1,0.38,0,183,39,P3
INC101172,VPN experiencing single user in application layer,Application,Staging,2,0,0.29,1,64,43,P3
INC101173,Web Portal experiencing single user in application layer,Application,Development,1,1,0.2,0,214,49,P3
INC101174,Database Cluster experiencing non-critical in network layer,Network,Production,4,1,0.24,0,107,34,P3
INC101175,File Storage experiencing minor issue in security layer,Security,Production,4,1,0.15,1,64,19,P3
INC101176,File Storage experiencing non-critical in storage layer,Storage,Development,1,1,0.44,0,58,15,P3
INC101177,File Storage experiencing minor issue in database layer,Database,Staging,2,1,0.11,0,60,10,P3
INC101178,API Gateway experiencing single user in security layer,Security,Production,4,0,0.1,1,168,48,P3
INC101179,API Gateway experiencing workaround available in application layer,Application,Staging,2,1,0.13,0,63,33,P3
INC101180,Payment Gateway experiencing non-critical in network layer,Network,DR,3,1,0.28,0,96,7,P3
INC101181,API Gateway experiencing warning in security layer,Security,DR,3,1,0.22,0,131,57,P3
INC101182,VPN experiencing low impact in storage layer,Storage,DR,3,0,0.35,1,89,34,P3
INC101183,API Gateway experiencing minor issue in database layer,Database,Production,4,0,0.11,0,141,25,P3
INC101184,Payment Gateway experiencing low priority in storage layer,Storage,DR,3,0,0.11,0,345,3,P4
INC101185,Auth Service experiencing how to in network layer,Network,Development,1,0,0.03,0,247,2,P4
INC101186,Web Portal experiencing failover in application layer,Application,DR,3,1,0.74,0,52,569,P2
INC101187,API Gateway experiencing minor issue in security layer,Security,Development,1,1,0.25,0,144,12,P3
INC101188,API Gateway experiencing single user in security layer,Security,DR,3,0,0.43,1,201,37,P3
INC101189,VPN experiencing slow in security layer,Security,Production,4,3,0.48,0,34,353,P2
INC101190,Reporting experiencing workaround available in storage layer,Storage,Staging,2,1,0.31,0,194,13,P3
INC101191,Database Cluster experiencing errors increasing in network layer,Network,Production,4,3,0.57,0,15,193,P2
INC101192,File Storage experiencing how to in security layer,Security,Production,4,0,0.05,0,424,4,P4
INC101193,API Gateway experiencing minor issue in storage layer,Storage,DR,3,0,0.14,0,45,17,P3
INC101194,File Storage experiencing delay in security layer,Security,Staging,2,1,0.28,0,122,29,P3
INC101195,Email Service experiencing inquiry in security layer,Security,DR,3,0,0.08,0,147,3,P4
INC101196,Web Portal experiencing delay in network layer,Network,Production,4,1,0.33,0,100,27,P3
INC101197,Auth Service experiencing breach in network layer,Network,DR,3,7,0.93,1,3,1946,P1
INC101198,VPN experiencing revenue impact in application layer,Application,Staging,2,3,0.88,0,8,4622,P1
INC101199,Email Service experiencing all users affected in storage layer,Storage,Staging,2,7,0.88,1,1,3927,P1
INC101200,File Storage experiencing slow in application layer,Application,Production,4,1,0.73,1,41,86,P2
INC101201,Reporting experiencing workaround available in network layer,Network,Production,4,1,0.14,0,48,28,P3
INC101202,Web Portal experiencing high latency in database layer,Database,Staging,2,2,0.69,1,30,52,P2
INC101203,API Gateway experiencing minor issue in application layer,Application,Production,4,0,0.18,0,104,58,P3
INC101204,Auth Service experiencing some users affected in application layer,Application,Development,1,2,0.73,1,24,65,P2
INC101205,Reporting experiencing minor issue in security layer,Security,DR,3,1,0.13,0,191,27,P3
INC101206,Email Service experiencing how to in security layer,Security,DR,3,0,0.02,0,420,0,P4
INC101207,Reporting experiencing down in security layer,Security,Development,1,7,0.8,0,2,2414,P1
INC101208,Reporting experiencing request in security layer,Security,Production,4,0,0.15,0,317,1,P4
INC101209,Reporting experiencing outage in network layer,Network,Staging,2,7,0.87,1,11,2572,P1
INC101210,Auth Service experiencing inquiry in database layer,Database,Staging,2,0,0.09,0,193,0,P4
INC101211,File Storage experiencing errors increasing in database layer,Database,DR,3,2,0.44,0,59,303,P2
INC101212,Web Portal experiencing no impact in storage layer,Storage,DR,3,0,0.05,0,295,3,P4
INC101213,Email Service experiencing non-critical in storage layer,Storage,Development,1,1,0.39,1,113,33,P3
INC101214,Email Service experiencing high latency in application layer,Application,Production,4,1,0.71,0,31,497,P2
INC101215,Reporting experiencing non-critical in security layer,Security,Development,1,1,0.43,1,142,21,P3
INC101216,Email Service experiencing warning in database layer,Database,DR,3,1,0.31,0,187,29,P3
INC101217,File Storage experiencing workaround available in security layer,Security,Production,4,1,0.34,0,202,43,P3
INC101218,API Gateway experiencing how to in application layer,Application,DR,3,0,0.1,0,432,0,P4
INC101219,File Storage experiencing minor issue in database layer,Database,Production,4,1,0.2,0,114,45,P3
INC101220,Database Cluster experiencing inquiry in security layer,Security,Production,4,0,0.08,0,120,0,P4
INC101221,Auth Service experiencing warning in network layer,Network,Staging,2,1,0.16,0,190,38,P3
INC101222,API Gateway experiencing question in network layer,Network,Production,4,0,0.14,0,470,2,P4
INC101223,Email Service experiencing delay in database layer,Database,Staging,2,0,0.38,0,97,20,P3
INC101224,Payment Gateway experiencing partial outage in network layer,Network,Development,1,2,0.53,0,16,227,P2
INC101225,Reporting experiencing some users affected in database layer,Database,Staging,2,2,0.65,0,26,445,P2
INC101226,VPN experiencing slow in storage layer,Storage,DR,3,2,0.55,1,35,518,P2
INC101227,Payment Gateway experiencing delay in application layer,Application,DR,3,1,0.29,0,235,40,P3
INC101228,Payment Gateway experiencing low impact in storage layer,Storage,Production,4,0,0.18,0,68,15,P3
INC101229,Web Portal experiencing low priority in security layer,Security,DR,3,0,0.12,0,200,3,P4
INC101230,Auth Service experiencing data loss in application layer,Application,Production,4,5,0.86,1,7,2837,P1
INC101231,Reporting experiencing documentation in network layer,Network,Development,1,0,0.05,0,155,4,P4
INC101232,Database Cluster experiencing degraded in application layer,Application,Production,4,1,0.7,1,30,173,P2
INC101233,Web Portal experiencing revenue impact in application layer,Application,Staging,2,7,0.96,0,11,2419,P1
INC101234,Web Portal experiencing request in application layer,Application,DR,3,0,0.12,0,158,1,P4
INC101235,Web Portal experiencing degraded in application layer,Application,DR,3,1,0.68,0,54,296,P2
INC101236,Auth Service experiencing non-critical in database layer,Database,DR,3,1,0.3,0,216,8,P3
INC101237,Auth Service experiencing minor issue in application layer,Application,Development,1,0,0.44,1,40,10,P3
INC101238,Auth Service experiencing warning in security layer,Security,Staging,2,1,0.36,0,81,10,P3
INC101239,Email Service experiencing inquiry in database layer,Database,Production,4,0,0.12,0,86,1,P4
INC101240,Database Cluster experiencing inquiry in application layer,Application,Staging,2,0,0.08,0,211,2,P4
INC101241,Database Cluster experiencing single user in network layer,Network,Staging,2,1,0.29,0,191,42,P3
INC101242,Database Cluster experiencing question in storage layer,Storage,DR,3,0,0.1,0,352,1,P4
INC101243,Web Portal experiencing question in database layer,Database,Staging,2,0,0.14,0,152,1,P4
INC101244,Database Cluster experiencing how to in network layer,Network,Development,1,0,0.04,0,448,3,P4
INC101245,File Storage experiencing enhancement in storage layer,Storage,Production,4,0,0.08,0,458,2,P4
INC101246,Auth Service experiencing question in database layer,Database,Production,4,0,0.06,0,177,1,P4
INC101247,Web Portal experiencing non-critical in network layer,Network,Staging,2,0,0.1,1,118,47,P3
INC101248,Reporting experiencing low impact in security layer,Security,Development,1,1,0.13,1,209,48,P3
INC101249,Email Service experiencing workaround available in application layer,Application,Production,4,1,0.41,0,142,53,P3
INC101250,API Gateway experiencing partial outage in database layer,Database,Development,1,2,0.72,1,22,404,P2
INC101251,API Gateway experiencing low impact in database layer,Database,Development,1,1,0.38,0,128,4,P3
INC101252,VPN experiencing non-critical in security layer,Security,DR,3,0,0.28,0,169,27,P3
INC101253,API Gateway experiencing workaround available in database layer,Database,Staging,2,1,0.18,0,136,40,P3
INC101254,Database Cluster experiencing down in security layer,Security,Development,1,7,0.95,1,12,2952,P1
INC101255,Database Cluster experiencing some users affected in security layer,Security,Development,1,2,0.51,0,32,528,P2
INC101256,File Storage experiencing request in database layer,Database,Production,4,0,0.03,0,276,3,P4
INC101257,API Gateway experiencing delay in database layer,Database,Development,1,0,0.16,1,40,48,P3
INC101258,Payment Gateway experiencing slow in application layer,Application,DR,3,1,0.67,0,23,181,P2
INC101259,File Storage experiencing high latency in network layer,Network,DR,3,1,0.58,1,57,59,P2
INC101260,Web Portal experiencing inquiry in security layer,Security,Production,4,0,0.09,0,173,4,P4
INC101261,Auth Service experiencing documentation in application layer,Application,Development,1,0,0.07,0,128,4,P4
INC101262,File Storage experiencing outage in security layer,Security,Development,1,6,0.94,0,11,3131,P1
INC101263,Payment Gateway experiencing production down in application layer,Application,Staging,2,3,0.82,0,5,2841,P1
INC101264,File Storage experiencing single user in network layer,Network,Production,4,0,0.38,0,216,45,P3
INC101265,VPN experiencing delay in database layer,Database,Staging,2,0,0.25,0,110,16,P3
INC101266,VPN experiencing no impact in application layer,Application,Development,1,0,0.05,0,362,0,P4
INC101267,Database Cluster experiencing single user in network layer,Network,Production,4,0,0.32,1,159,6,P3
INC101268,Reporting experiencing warning in storage layer,Storage,DR,3,1,0.23,0,129,32,P3
INC101269,Web Portal experiencing low priority in database layer,Database,Production,4,0,0.12,0,405,3,P4
INC101270,VPN experiencing delay in security layer,Security,Production,4,0,0.17,0,54,38,P3
INC101271,API Gateway experiencing delay in security layer,Security,DR,3,0,0.38,0,135,32,P3
INC101272,Web Portal experiencing single user in application layer,Application,Development,1,1,0.13,0,72,51,P3
INC101273,File Storage experiencing minor issue in storage layer,Storage,Staging,2,0,0.16,1,196,1,P3
INC101274,Email Service experiencing non-critical in security layer,Security,Development,1,0,0.26,0,210,37,P3
INC101275,Web Portal experiencing low impact in database layer,Database,Production,4,0,0.1,0,142,4,P3
INC101276,API Gateway experiencing non-critical in database layer,Database,DR,3,0,0.3,0,167,49,P3
INC101277,Database Cluster experiencing workaround available in network layer,Network,Staging,2,0,0.31,0,83,57,P3
INC101278,Email Service experiencing critical in application layer,Application,Production,4,4,0.78,1,13,3883,P1
INC101279,Reporting experiencing single user in network layer,Network,Development,1,1,0.2,1,87,20,P3
INC101280,Email Service experiencing enhancement in security layer,Security,Staging,2,0,0.11,0,113,0,P4
INC101281,File Storage experiencing failover in storage layer,Storage,Staging,2,2,0.45,0,15,328,P2
INC101282,Reporting experiencing no impact in security layer,Security,Production,4,0,0.11,0,240,3,P4
INC101283,Web Portal experiencing how to in database layer,Database,DR,3,0,0.01,0,325,0,P4
INC101284,Auth Service experiencing low priority in network layer,Network,Development,1,0,0.01,0,464,3,P4
INC101285,File Storage experiencing warning in application layer,Application,DR,3,0,0.35,1,98,45,P3
INC101286,Web Portal experiencing low impact in storage layer,Storage,Staging,2,0,0.17,1,237,5,P3
INC101287,Reporting experiencing inquiry in network layer,Network,Development,1,0,0.02,0,234,2,P4
INC101288,API Gateway experiencing high latency in network layer,Network,Staging,2,3,0.43,0,25,345,P2
INC101289,VPN experiencing workaround available in storage layer,Storage,DR,3,0,0.3,0,131,2,P3
INC101290,Web Portal experiencing data loss in storage layer,Storage,Staging,2,5,0.92,1,12,3780,P1
INC101291,Auth Service experiencing low impact in application layer,Application,Staging,2,0,0.16,0,106,48,P3
